B+ Execution Time (ms),Secondary Execution Time (ms),B+ Avg Score,Sec Avg Score,B+ Max Score,Sec Max Score,Number of Operators,File
126.88899040222168,241.6553497314453,0.6470080085125448,0.6987326378316367,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1055538/question/1.xml
133.681058883667,243.516206741333,0.6470080085125448,0.6987326378316367,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1055538/question/3.xml
340.64674377441406,1167.259931564331,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1056707/question/0.xml
880.7785511016846,12083.304405212402,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1056707/question/1.xml
84.22660827636719,348.77777099609375,0.5577908298597953,0.7321698844156471,1,1,5,./../../Downloads/dataset_full/dataset_full/math/106126/question/2.xml
1332.8216075897217,3541.1062240600586,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1067078/question/0.xml
314.90612030029297,4110.320329666138,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1067078/question/1.xml
151.46970748901367,417.76251792907715,0.5459150949348537,0.6745039098374306,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1067078/question/2.xml
99.18045997619629,298.71058464050293,0.8903318903318903,0.8689493839493839,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1068/question/0.xml
1856.5037250518799,13275.301456451416,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1068/question/1.xml
51.871538162231445,266.6893005371094,0.6151302401302401,0.734967320261438,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1068/question/3.xml
84.02585983276367,274.6083736419678,0.6550053172633817,0.8171905682841445,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1068/question/4.xml
2816.225051879883,8502.196788787842,0.9679924242424243,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1068/question/5.xml
123.94976615905762,339.67065811157227,0.6070532043375475,0.6708314528614704,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1068/question/6.xml
156.54873847961426,15337.32271194458,0.5007765163834045,0.5772097031324203,1,1,9,./../../Downloads/dataset_full/dataset_full/math/106964/question/0.xml
146.67129516601562,198.93741607666016,0.8888888888888888,0.8888888888888888,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1070330/question/0.xml
135.78128814697266,12092.997789382935,0.73125,0.7907281843452056,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1070330/question/1.xml
272.80330657958984,1049.2517948150635,0.9709595959595959,0.9709595959595959,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1070575/question/6.xml
641.8955326080322,4373.97575378418,0.8745833333333333,1,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/0.xml
