B+ Execution Time (ms),B Execution Time (ms),B+ Avg Score,B Avg Score,B+ Max Score,B Max Score,Number of Operators,File
312.50715255737305,313.8551712036133,0.8889804639804639,0.8889804639804639,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102849/question/11.xml
454.0247917175293,422.67894744873047,0.7018535550600767,0.7018535550600767,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102849/question/12.xml
312.4995231628418,313.1847381591797,0.8889804639804639,0.8889804639804639,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102849/question/13.xml
422.5766658782959,439.1958713531494,0.7367979242979242,0.7367979242979242,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102849/question/14.xml
312.02220916748047,313.6909008026123,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102849/question/18.xml
438.42053413391113,406.36205673217773,0.7553124999999999,0.7553124999999999,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102849/question/19.xml
2756.803035736084,2739.767551422119,0.9346590909090908,0.9346590909090908,1,1,1,./../../Downloads/dataset_full/dataset_full/math/102849/question/2.xml
2759.082317352295,2739.722728729248,0.9157196969696969,0.9157196969696969,1,1,1,./../../Downloads/dataset_full/dataset_full/math/102849/question/3.xml
2741.117000579834,2743.692636489868,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/102849/question/4.xml
2115.2477264404297,2113.586664199829,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102885/question/0.xml
95.23248672485352,112.99014091491699,0.7328150594217254,0.7328150594217254,1,1,4,./../../Downloads/dataset_full/dataset_full/math/102885/question/1.xml
171.86927795410156,203.1259536743164,0.7898353835086291,0.7898353835086291,1,1,10,./../../Downloads/dataset_full/dataset_full/math/102885/question/3.xml
125.98180770874023,171.87166213989258,0.5506953484182309,0.5506953484182309,1,1,14,./../../Downloads/dataset_full/dataset_full/math/102885/question/6.xml
109.37309265136719,109.38286781311035,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/102885/question/7.xml
2097.8517532348633,2098.113536834717,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/102885/question/8.xml
79.50782775878906,109.38000679016113,0.7328150594217254,0.7328150594217254,1,1,4,./../../Downloads/dataset_full/dataset_full/math/102885/question/9.xml
359.3714237213135,360.30006408691406,0.6701168554046988,0.6701168554046988,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1029813/question/0.xml
109.38191413879395,126.17063522338867,0.4901443828782776,0.4901443828782776,1,1,13,./../../Downloads/dataset_full/dataset_full/math/1029813/question/12.xml
171.97585105895996,187.5002384185791,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1029813/question/2.xml
